agency_cd	site_no	parameter_cd	dd_nu	year_nu	month_nu	mean_va
USGS	14064500	00060	5	1978	11	564.7
USGS	14064500	00060	5	1978	12	588.4
USGS	14064500	00060	5	1979	1	583.4
USGS	14064500	00060	5	1979	2	620.5
USGS	14064500	00060	5	1979	3	710.9
USGS	14064500	00060	5	1979	4	915.9
USGS	14064500	00060	5	1979	5	2010
USGS	14064500	00060	5	1979	6	2233
USGS	14064500	00060	5	1979	7	2297
USGS	14064500	00060	5	1979	8	1900
USGS	14064500	00060	5	1979	9	1709
USGS	14064500	00060	5	1979	10	989.4
USGS	14064500	00060	5	1979	11	544.0
USGS	14064500	00060	5	1979	12	560.4
USGS	14064500	00060	5	1980	1	663.5
USGS	14064500	00060	5	1980	2	638.7
USGS	14064500	00060	5	1980	3	634.6
USGS	14064500	00060	5	1980	4	984.8
USGS	14064500	00060	5	1980	5	1725
USGS	14064500	00060	5	1980	6	1900
USGS	14064500	00060	5	1980	7	2188
USGS	14064500	00060	5	1980	8	2005
USGS	14064500	00060	5	1980	9	1548
USGS	14064500	00060	5	1980	10	834.5
USGS	14064500	00060	5	1980	11	518.7
USGS	14064500	00060	5	1980	12	575.2
USGS	14064500	00060	5	1981	1	579.7
USGS	14064500	00060	5	1981	2	627.1
USGS	14064500	00060	5	1981	3	571.3
USGS	14064500	00060	5	1981	4	906.4
USGS	14064500	00060	5	1981	5	1538
USGS	14064500	00060	5	1981	6	1829
USGS	14064500	00060	5	1981	7	1985
USGS	14064500	00060	5	1981	8	1864
USGS	14064500	00060	5	1981	9	1717
USGS	14064500	00060	5	1981	10	765.9
USGS	14064500	00060	5	1981	11	525.3
USGS	14064500	00060	5	1981	12	806.2
USGS	14064500	00060	5	1982	1	607.7
USGS	14064500	00060	5	1982	2	882.8
USGS	14064500	00060	5	1982	3	894.0
USGS	14064500	00060	5	1982	4	1065
USGS	14064500	00060	5	1982	5	2002
USGS	14064500	00060	5	1982	6	2161
USGS	14064500	00060	5	1982	7	1970
USGS	14064500	00060	5	1982	8	2091
USGS	14064500	00060	5	1982	9	1721
USGS	14064500	00060	5	1982	10	883.4
USGS	14064500	00060	5	1982	11	644.2
USGS	14064500	00060	5	1982	12	943.7
USGS	14064500	00060	5	1983	1	1404
USGS	14064500	00060	5	1983	2	1511
USGS	14064500	00060	5	1983	3	1448
USGS	14064500	00060	5	1983	4	1457
USGS	14064500	00060	5	1983	5	1939
USGS	14064500	00060	5	1983	6	2284
USGS	14064500	00060	5	1983	7	2127
USGS	14064500	00060	5	1983	8	2149
USGS	14064500	00060	5	1983	9	1803
USGS	14064500	00060	5	1983	10	1230
USGS	14064500	00060	5	1983	11	1150
USGS	14064500	00060	5	1983	12	1199
USGS	14064500	00060	5	1984	1	1413
USGS	14064500	00060	5	1984	2	1493
USGS	14064500	00060	5	1984	3	1568
USGS	14064500	00060	5	1984	4	1796
USGS	14064500	00060	5	1984	5	1937
USGS	14064500	00060	5	1984	6	2149
USGS	14064500	00060	5	1984	7	2373
USGS	14064500	00060	5	1984	8	2215
USGS	14064500	00060	5	1984	9	1946
USGS	14064500	00060	5	1984	10	1473
USGS	14064500	00060	5	1984	11	1249
USGS	14064500	00060	5	1984	12	1662
USGS	14064500	00060	5	1985	1	1489
USGS	14064500	00060	5	1985	2	1191
USGS	14064500	00060	5	1985	3	1036
USGS	14064500	00060	5	1985	4	1424
USGS	14064500	00060	5	1985	5	2063
USGS	14064500	00060	5	1985	6	2182
USGS	14064500	00060	5	1985	7	2475
USGS	14064500	00060	5	1985	8	2111
USGS	14064500	00060	5	1985	9	1511
USGS	14064500	00060	5	1985	10	972.9
USGS	14064500	00060	5	1985	11	622.9
USGS	14064500	00060	5	1985	12	603.6
USGS	14064500	00060	5	1986	1	728.7
USGS	14064500	00060	5	1986	2	1192
USGS	14064500	00060	5	1986	3	1660
USGS	14064500	00060	5	1986	4	1657
USGS	14064500	00060	5	1986	5	2011
USGS	14064500	00060	5	1986	6	2355
USGS	14064500	00060	5	1986	7	2238
USGS	14064500	00060	5	1986	8	2225
USGS	14064500	00060	5	1986	9	1600
USGS	14064500	00060	5	1986	10	891.2
USGS	14064500	00060	5	1986	11	683.4
USGS	14064500	00060	5	1986	12	656.5
USGS	14064500	00060	5	1987	1	635.7
USGS	14064500	00060	5	1987	2	771.4
USGS	14064500	00060	5	1987	3	1055
USGS	14064500	00060	5	1987	4	1463
USGS	14064500	00060	5	1987	5	1972
USGS	14064500	00060	5	1987	6	2059
USGS	14064500	00060	5	1987	7	1955
USGS	14064500	00060	5	1987	8	1979
USGS	14064500	00060	5	1987	9	1786
USGS	14064500	00060	5	1987	10	927.7
USGS	14064500	00060	5	1987	11	523.0
USGS	14064500	00060	5	1987	12	598.5
USGS	14064500	00060	5	1988	1	569.3
USGS	14064500	00060	5	1988	2	596.3
USGS	14064500	00060	5	1988	3	609.3
USGS	14064500	00060	5	1988	4	1096
USGS	14064500	00060	5	1988	5	1707
USGS	14064500	00060	5	1988	6	1796
USGS	14064500	00060	5	1988	7	2025
USGS	14064500	00060	5	1988	8	1834
USGS	14064500	00060	5	1988	9	1654
USGS	14064500	00060	5	1988	10	674.3
USGS	14064500	00060	5	1988	11	548.8
USGS	14064500	00060	5	1988	12	518.5
USGS	14064500	00060	5	1989	1	514.7
USGS	14064500	00060	5	1989	2	505.6
USGS	14064500	00060	5	1989	3	686.4
USGS	14064500	00060	5	1989	4	1118
USGS	14064500	00060	5	1989	5	1682
USGS	14064500	00060	5	1989	6	2165
USGS	14064500	00060	5	1989	7	2121
USGS	14064500	00060	5	1989	8	1984
USGS	14064500	00060	5	1989	9	1813
USGS	14064500	00060	5	1989	10	904.0
USGS	14064500	00060	5	1989	11	515.3
USGS	14064500	00060	5	1989	12	524.5
USGS	14064500	00060	5	1990	1	573.7
USGS	14064500	00060	5	1990	2	536.1
USGS	14064500	00060	5	1990	3	608.6
USGS	14064500	00060	5	1990	4	1398
USGS	14064500	00060	5	1990	5	1698
USGS	14064500	00060	5	1990	6	1779
USGS	14064500	00060	5	1990	7	2113
USGS	14064500	00060	5	1990	8	1865
USGS	14064500	00060	5	1990	9	1655
USGS	14064500	00060	5	1990	10	926.4
USGS	14064500	00060	5	1990	11	502.7
USGS	14064500	00060	5	1990	12	457.8
USGS	14064500	00060	5	1991	1	492.7
USGS	14064500	00060	5	1991	2	526.0
USGS	14064500	00060	5	1991	3	562.1
USGS	14064500	00060	5	1991	4	1017
USGS	14064500	00060	5	1991	5	1526
USGS	14064500	00060	5	1991	6	1749
USGS	14064500	00060	5	1991	7	1974
USGS	14064500	00060	5	1991	8	1868
USGS	14064500	00060	5	1991	9	1624
